Country,PPCG_Donor_Id,Matching_WGS_Sample,WGS_Local_Sample_Id,PPCG_Meth_Sample_ID,Platform,Meth_Local_Sample_ID,Meth_Sample_Type,MetastaticSite,Meth_Distance_To_WGS_Sample,Meth_RNASeq_Annot,idat_grn_filename,idat_red_filename,Date_of_scan_or_Sequencing,Comments,Is_FFPE
Germany,PPCG0924,PPCG0924a_DNA,ICGC_PCA176_tumor_01,PPCG0924d_450k,450k,ICGC_PCA176_T01,TUM,NA,MATCHED,MATCHED,3999423003_R01C01_Grn.idat,3999423003_R01C01_Red.idat,2015/03/20,,
Germany,PPCG0924,PPCG0924c_DNA,ICGC_PCA176_metastasis,PPCG0924e_450k,450k,ICGC_PCA176_MET01,MET,LN,MATCHED,NA,3999423003_R02C01_Grn.idat,3999423003_R02C01_Red.idat,2015/03/20,,
Germany,PPCG0925,PPCG0925a_DNA,ICGC_PCA177_tumor_01,PPCG0925c_450k,450k,ICGC_PCA177_T01,TUM,NA,MATCHED,NA,3999423003_R03C01_Grn.idat,3999423003_R03C01_Red.idat,2015/03/20,,
Germany,PPCG0926,PPCG0926a_DNA,ICGC_PCA178_tumor_01,PPCG0926c_450k,450k,ICGC_PCA178_T01,TUM,NA,MATCHED,NA,3999423003_R04C01_Grn.idat,3999423003_R04C01_Red.idat,2015/03/20,,
Germany,PPCG0927,PPCG0927a_DNA,ICGC_PCA179_tumor_01,PPCG0927c_450k,450k,ICGC_PCA179_T01,TUM,NA,MATCHED,NA,3999423003_R05C01_Grn.idat,3999423003_R05C01_Red.idat,2015/03/20,,
Germany,PPCG0928,PPCG0928a_DNA,ICGC_PCA180_tumor_01,PPCG0928c_450k,450k,ICGC_PCA180_T01,TUM,NA,MATCHED,NA,3999423003_R06C01_Grn.idat,3999423003_R06C01_Red.idat,2015/03/20,,
Germany,PPCG0929,PPCG0929a_DNA,ICGC_PCA181_tumor_01,PPCG0929c_450k,450k,ICGC_PCA181_T01,TUM,NA,MATCHED,NA,3999423003_R01C02_Grn.idat,3999423003_R01C02_Red.idat,2015/03/20,,
Germany,PPCG0930,PPCG0930a_DNA,ICGC_PCA182_tumor_01,PPCG0930c_450k,450k,ICGC_PCA182_T01,TUM,NA,MATCHED,NA,3999423003_R02C02_Grn.idat,3999423003_R02C02_Red.idat,2015/03/20,,
Germany,PPCG0931,PPCG0931a_DNA,ICGC_PCA183_tumor_01,PPCG0931c_450k,450k,ICGC_PCA183_T01,TUM,NA,MATCHED,NA,3999423003_R03C02_Grn.idat,3999423003_R03C02_Red.idat,2015/03/20,,
Germany,PPCG0932,PPCG0932a_DNA,ICGC_PCA184_tumor_01,PPCG0932c_450k,450k,ICGC_PCA184_T01,TUM,NA,MATCHED,MATCHED,3999423003_R04C02_Grn.idat,3999423003_R04C02_Red.idat,2015/03/20,,
Germany,PPCG0933,PPCG0933a_DNA,ICGC_PCA185_tumor_01,PPCG0933c_450k,450k,ICGC_PCA185_T01,TUM,NA,MATCHED,NA,3999423003_R05C02_Grn.idat,3999423003_R05C02_Red.idat,2015/03/20,,
Germany,PPCG0934,PPCG0934a_DNA,ICGC_PCA191_tumor_01,PPCG0934c_450k,450k,ICGC_PCA191_T01,TUM,NA,MATCHED,NA,3999423012_R05C01_Grn.idat,3999423012_R05C01_Red.idat,2015/03/20,,
Germany,PPCG0935,PPCG0935a_DNA,ICGC_PCA192_tumor_01,PPCG0935c_450k,450k,ICGC_PCA192_T01,TUM,NA,MATCHED,MATCHED,3999423012_R06C01_Grn.idat,3999423012_R06C01_Red.idat,2015/03/20,,
Germany,PPCG0936,PPCG0936a_DNA,ICGC_PCA193_tumor_01,PPCG0936c_450k,450k,ICGC_PCA193_T01,TUM,NA,MATCHED,NA,3999423012_R01C02_Grn.idat,3999423012_R01C02_Red.idat,2015/03/20,,
Germany,PPCG0937,PPCG0937a_DNA,ICGC_PCA194_tumor_01,PPCG0937c_450k,450k,ICGC_PCA194_T01,TUM,NA,MATCHED,NA,3999423012_R02C02_Grn.idat,3999423012_R02C02_Red.idat,2015/03/20,,
Germany,PPCG0938,PPCG0938a_DNA,ICGC_PCA195_tumor_01,PPCG0938c_450k,450k,ICGC_PCA195_T01,TUM,NA,MATCHED,MATCHED,3999423012_R03C02_Grn.idat,3999423012_R03C02_Red.idat,2015/03/20,RNA_ribodepleted,
Germany,PPCG0939,PPCG0939a_DNA,ICGC_PCA196_tumor_01,PPCG0939c_450k,450k,ICGC_PCA196_T01,TUM,NA,MATCHED,MATCHED,3999423012_R04C02_Grn.idat,3999423012_R04C02_Red.idat,2015/03/20,,
Germany,PPCG0940,PPCG0940a_DNA,ICGC_PCA197_tumor_01,PPCG0940c_450k,450k,ICGC_PCA197_T01,TUM,NA,MATCHED,NA,3999547085_R06C02_Grn.idat,3999547085_R06C02_Red.idat,2015/03/26,,
Germany,PPCG0941,PPCG0941a_DNA,ICGC_PCA003_tumor,PPCG0941c_450k,450k,ICGC_PCA003_T01,TUM,NA,MATCHED,MATCHED,200514090075_R03C01_Grn.idat,200514090075_R03C01_Red.idat,2016/12/14,,
Germany,PPCG0942,PPCG0942a_DNA,ICGC_PCA043_tumor_01,PPCG0942c_450k,450k,ICGC_PCA043_T01,TUM,NA,MATCHED,MATCHED,9533774068_R06C02_Grn.idat,9533774068_R06C02_Red.idat,2014/06/16,,
Germany,PPCG0943,PPCG0943a_DNA,ICGC_PCA047_tumor_01,PPCG0943d_450k,450k,ICGC_PCA047_T01,TUM,NA,MATCHED,NA,10006044005_R02C01_Grn.idat,10006044005_R02C01_Red.idat,2014/12/04,,
Germany,PPCG0943,PPCG0943c_DNA,ICGC_PCA047_tumor_02,PPCG0943e_450k,450k,ICGC_PCA047_T02,TUM,NA,MATCHED,NA,10006044005_R03C01_Grn.idat,10006044005_R03C01_Red.idat,2014/12/04,,
Germany,PPCG0945,PPCG0945a_DNA,ICGC_PCA065_tumor_01,PPCG0945d_450k,450k,ICGC_PCA065_T01,TUM,NA,MATCHED,NA,9968646140_R03C01_Grn.idat,9968646140_R03C01_Red.idat,2014/07/04,,
Germany,PPCG0945,PPCG0945c_DNA,ICGC_PCA065_tumor_02,PPCG0945e_450k,450k,ICGC_PCA065_T02,TUM,NA,MATCHED,NA,9968646140_R04C01_Grn.idat,9968646140_R04C01_Red.idat,2014/07/04,,
Germany,PPCG0947,PPCG0947a_DNA,ICGC_PCA067_tumor_01,PPCG0947c_450k,450k,ICGC_PCA067_T01,TUM,NA,MATCHED,NA,9968646140_R06C01_Grn.idat,9968646140_R06C01_Red.idat,2014/07/04,,
Germany,PPCG0948,PPCG0948a_DNA,ICGC_PCA072_tumor_01,PPCG0948c_450k,450k,ICGC_PCA072_T01,TUM,NA,MATCHED,MATCHED,9968646140_R05C02_Grn.idat,9968646140_R05C02_Red.idat,2014/07/04,,
Germany,PPCG0949,PPCG0949a_DNA,ICGC_PCA076_tumor_01,PPCG0949c_450k,450k,ICGC_PCA076_T01,TUM,NA,MATCHED,NA,9968646144_R03C01_Grn.idat,9968646144_R03C01_Red.idat,2014/07/04,,
Germany,PPCG0950,PPCG0950a_DNA,ICGC_PCA077_tumor_01,PPCG0950c_450k,450k,ICGC_PCA077_T01,TUM,NA,MATCHED,NA,9968646144_R04C01_Grn.idat,9968646144_R04C01_Red.idat,2014/07/04,,
Germany,PPCG0951,PPCG0951a_DNA,ICGC_PCA078_tumor_01,PPCG0951c_450k,450k,ICGC_PCA078_T01,TUM,NA,MATCHED,NA,9968646144_R05C01_Grn.idat,9968646144_R05C01_Red.idat,2014/07/04,,
Germany,PPCG0952,PPCG0952a_DNA,ICGC_PCA079_tumor_01,PPCG0952c_450k,450k,ICGC_PCA079_T01,TUM,NA,MATCHED,NA,9968646144_R06C01_Grn.idat,9968646144_R06C01_Red.idat,2014/07/04,,
Germany,PPCG0953,PPCG0953a_DNA,ICGC_PCA085_tumor_01,PPCG0953c_450k,450k,ICGC_PCA085_T01,TUM,NA,MATCHED,NA,9969477052_R02C01_Grn.idat,9969477052_R02C01_Red.idat,2014/08/01,,
Germany,PPCG0954,PPCG0954a_DNA,ICGC_PCA091_tumor_01,PPCG0954c_450k,450k,ICGC_PCA091_T01,TUM,NA,MATCHED,MATCHED,9969477052_R02C02_Grn.idat,9969477052_R02C02_Red.idat,2014/08/01,,
Germany,PPCG0955,PPCG0955a_DNA,ICGC_PCA097_tumor_01,PPCG0955c_450k,450k,ICGC_PCA097_T01,TUM,NA,MATCHED,NA,9969477066_R04C02_Grn.idat,9969477066_R04C02_Red.idat,2014/08/22,,
Germany,PPCG0956,PPCG0956a_DNA,ICGC_PCA099_tumor_01,PPCG0956c_450k,450k,ICGC_PCA099_T01,TUM,NA,MATCHED,MATCHED,9969477115_R06C02_Grn.idat,9969477115_R06C02_Red.idat,2014/09/04,,
Germany,PPCG0957,PPCG0957a_DNA,ICGC_PCA100_tumor_01,PPCG0957c_450k,450k,ICGC_PCA100_T01,TUM,NA,MATCHED,MATCHED,9855358035_R02C01_Grn.idat,9855358035_R02C01_Red.idat,2014/11/11,,
Germany,PPCG0958,PPCG0958a_DNA,ICGC_PCA102_tumor_01,PPCG0958c_450k,450k,ICGC_PCA102_T01,TUM,NA,MATCHED,NA,9855358035_R04C01_Grn.idat,9855358035_R04C01_Red.idat,2014/11/11,,
Germany,PPCG0959,PPCG0959a_DNA,ICGC_PCA105_tumor_01,PPCG0959c_450k,450k,ICGC_PCA105_T01,TUM,NA,MATCHED,MATCHED,9855358035_R01C02_Grn.idat,9855358035_R01C02_Red.idat,2014/11/11,,
Germany,PPCG0960,PPCG0960a_DNA,ICGC_PCA107_tumor_01,PPCG0960c_450k,450k,ICGC_PCA107_T01,TUM,NA,MATCHED,NA,9855358035_R03C02_Grn.idat,9855358035_R03C02_Red.idat,2014/11/11,,
Germany,PPCG0961,PPCG0961a_DNA,ICGC_PCA116_tumor_01,PPCG0961c_450k,450k,ICGC_PCA116_T01,TUM,NA,MATCHED,MATCHED,9878820084_R03C02_Grn.idat,9878820084_R03C02_Red.idat,2014/11/11,,
Germany,PPCG0962,PPCG0962a_DNA,ICGC_PCA121_tumor_01,PPCG0962c_450k,450k,ICGC_PCA121_T01,TUM,NA,MATCHED,NA,10006823165_R06C01_Grn.idat,10006823165_R06C01_Red.idat,2014/12/22,,
Germany,PPCG0963,PPCG0963a_DNA,ICGC_PCA122_tumor_01,PPCG0963c_450k,450k,ICGC_PCA122_T01,TUM,NA,MATCHED,NA,10006823165_R01C02_Grn.idat,10006823165_R01C02_Red.idat,2014/12/22,,
Germany,PPCG0964,PPCG0964a_DNA,ICGC_PCA123_tumor_01,PPCG0964c_450k,450k,ICGC_PCA123_T01,TUM,NA,MATCHED,NA,10006823165_R02C02_Grn.idat,10006823165_R02C02_Red.idat,2014/12/22,,
Germany,PPCG0965,PPCG0965a_DNA,ICGC_PCA124_tumor_01,PPCG0965c_450k,450k,ICGC_PCA124_T01,TUM,NA,MATCHED,MATCHED,3999834121_R06C02_Grn.idat,3999834121_R06C02_Red.idat,2015/02/11,,
Germany,PPCG0966,PPCG0966a_DNA,ICGC_PCA125_tumor_01,PPCG0966c_450k,450k,ICGC_PCA125_T01,TUM,NA,MATCHED,MATCHED,10006823165_R03C02_Grn.idat,10006823165_R03C02_Red.idat,2014/12/22,,
Germany,PPCG0967,PPCG0967a_DNA,ICGC_PCA134_tumor_01,PPCG0967c_450k,450k,ICGC_PCA134_T01,TUM,NA,MATCHED,MATCHED,10005839003_R05C01_Grn.idat,10005839003_R05C01_Red.idat,2014/12/22,,
Germany,PPCG0968,PPCG0968a_DNA,ICGC_PCA135_tumor_01,PPCG0968c_450k,450k,ICGC_PCA135_T01,TUM,NA,MATCHED,NA,10005839003_R06C01_Grn.idat,10005839003_R06C01_Red.idat,2014/12/22,,
Germany,PPCG0969,PPCG0969a_DNA,ICGC_PCA138_tumor_01,PPCG0969c_450k,450k,ICGC_PCA138_T01,TUM,NA,MATCHED,MATCHED,3999834122_R03C01_Grn.idat,3999834122_R03C01_Red.idat,2015/02/11,,
Germany,PPCG0970,PPCG0970a_DNA,ICGC_PCA139_tumor_01,PPCG0970c_450k,450k,ICGC_PCA139_T01,TUM,NA,MATCHED,MATCHED,3999834122_R04C01_Grn.idat,3999834122_R04C01_Red.idat,2015/02/11,,
Germany,PPCG0971,PPCG0971a_DNA,ICGC_PCA140_tumor_01,PPCG0971c_450k,450k,ICGC_PCA140_T01,TUM,NA,MATCHED,NA,3999834122_R05C01_Grn.idat,3999834122_R05C01_Red.idat,2015/02/11,,
Germany,PPCG0972,PPCG0972a_DNA,ICGC_PCA143_tumor_01,PPCG0972c_450k,450k,ICGC_PCA143_T01,TUM,NA,MATCHED,NA,3999834122_R02C02_Grn.idat,3999834122_R02C02_Red.idat,2015/02/11,,
Germany,PPCG0973,PPCG0973a_DNA,ICGC_PCA144_tumor_01,PPCG0973c_450k,450k,ICGC_PCA144_T01,TUM,NA,MATCHED,MATCHED,3999834122_R03C02_Grn.idat,3999834122_R03C02_Red.idat,2015/02/11,,
Germany,PPCG0974,PPCG0974a_DNA,ICGC_PCA146_tumor_01,PPCG0974c_450k,450k,ICGC_PCA146_T01,TUM,NA,MATCHED,MATCHED,3999834122_R05C02_Grn.idat,3999834122_R05C02_Red.idat,2015/02/11,,
Germany,PPCG0975,PPCG0975a_DNA,ICGC_PCA148_tumor_01,PPCG0975c_450k,450k,ICGC_PCA148_T01,TUM,NA,MATCHED,MATCHED,3999834127_R01C01_Grn.idat,3999834127_R01C01_Red.idat,2015/02/11,,
Germany,PPCG0976,PPCG0976a_DNA,ICGC_PCA152_tumor_01,PPCG0976c_450k,450k,ICGC_PCA152_T01,TUM,NA,MATCHED,NA,3999834127_R05C01_Grn.idat,3999834127_R05C01_Red.idat,2015/02/11,,
Germany,PPCG0977,PPCG0977a_DNA,ICGC_PCA160_tumor_01,PPCG0977c_450k,450k,ICGC_PCA160_T01,TUM,NA,MATCHED,NA,3999100077_R02C01_Grn.idat,3999100077_R02C01_Red.idat,2015/03/05,,
Germany,PPCG0978,PPCG0978a_DNA,ICGC_PCA162_tumor_01,PPCG0978c_450k,450k,ICGC_PCA162_T01,TUM,NA,MATCHED,MATCHED,3999100077_R04C01_Grn.idat,3999100077_R04C01_Red.idat,2015/03/05,,
Germany,PPCG0979,PPCG0979a_DNA,ICGC_PCA172_tumor_01,PPCG0979c_450k,450k,ICGC_PCA172_T01,TUM,NA,MATCHED,MATCHED,3999423001_R03C02_Grn.idat,3999423001_R03C02_Red.idat,2015/03/20,,
Germany,PPCG0980,PPCG0980a_DNA,ICGC_PCA186_tumor_01,PPCG0980c_450k,450k,ICGC_PCA186_T01,TUM,NA,MATCHED,NA,3999423003_R06C02_Grn.idat,3999423003_R06C02_Red.idat,2015/03/20,,
Germany,PPCG0981,PPCG0981a_DNA,ICGC_PCA187_tumor_01,PPCG0981c_450k,450k,ICGC_PCA187_T01,TUM,NA,MATCHED,MATCHED,3999423012_R01C01_Grn.idat,3999423012_R01C01_Red.idat,2015/03/20,,
Germany,PPCG0982,PPCG0982a_DNA,ICGC_PCA188_tumor_01,PPCG0982c_450k,450k,ICGC_PCA188_T01,TUM,NA,MATCHED,MATCHED,3999423012_R02C01_Grn.idat,3999423012_R02C01_Red.idat,2015/03/20,RNA_ribodepleted,
Germany,PPCG0983,PPCG0983a_DNA,ICGC_PCA189_tumor_01,PPCG0983c_450k,450k,ICGC_PCA189_T01,TUM,NA,MATCHED,NA,3999423012_R03C01_Grn.idat,3999423012_R03C01_Red.idat,2015/03/20,RNA_ribodepleted,
Germany,PPCG0984,PPCG0984a_DNA,ICGC_PCA190_tumor_01,PPCG0984c_450k,450k,ICGC_PCA190_T01,TUM,NA,MATCHED,MATCHED,3999423012_R04C01_Grn.idat,3999423012_R04C01_Red.idat,2015/03/20,RNA_ribodepleted,
Germany,PPCG0985,PPCG0985a_DNA,ICGC_PCA198_tumor_01,PPCG0985c_450k,450k,ICGC_PCA198_T01,TUM,NA,MATCHED,MATCHED,3999423012_R05C02_Grn.idat,3999423012_R05C02_Red.idat,2015/03/20,,
Germany,PPCG0986,PPCG0986a_DNA,ICGC_PCA199_tumor_01,PPCG0986c_450k,450k,ICGC_PCA199_T01,TUM,NA,MATCHED,NA,3999423012_R06C02_Grn.idat,3999423012_R06C02_Red.idat,2015/03/20,,
Germany,PPCG0987,PPCG0987a_DNA,ICGC_PCA200_tumor_01,PPCG0987c_450k,450k,ICGC_PCA200_T01,TUM,NA,MATCHED,NA,3999431052_R01C01_Grn.idat,3999431052_R01C01_Red.idat,2015/03/20,,
Germany,PPCG0988,PPCG0988a_DNA,ICGC_PCAL01_tumor_01,PPCG0988d_450k,450k,ICGC_PCAL01_T01,TUM,NA,MATCHED,NA,200360420067_R01C01_Grn.idat,200360420067_R01C01_Red.idat,2016/01/21,,
Germany,PPCG0988,PPCG0988c_DNA,ICGC_PCAL01_tumor_lk01,PPCG0988e_450k,450k,ICGC_PCAL01_L01,MET,LN,MATCHED,NA,101231000145_R01C01_Grn.idat,101231000145_R01C01_Red.idat,2015/09/14,,
Germany,PPCG0990,PPCG0990a_DNA,ICGC_PCAL02_tumor_01,PPCG0990d_450k,450k,ICGC_PCAL02_T01,TUM,NA,MATCHED,NA,200360420067_R02C01_Grn.idat,200360420067_R02C01_Red.idat,2016/01/21,,
Germany,PPCG0990,PPCG0990c_DNA,ICGC_PCAL02_tumor_lk01,PPCG0990e_450k,450k,ICGC_PCAL02_L01,MET,LN,MATCHED,MATCHED,101231000145_R02C01_Grn.idat,101231000145_R02C01_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG0992,PPCG0992a_DNA,ICGC_PCAL03_tumor_01,PPCG0992d_450k,450k,ICGC_PCAL03_T01,TUM,NA,MATCHED,NA,200360420067_R03C01_Grn.idat,200360420067_R03C01_Red.idat,2016/01/21,,
Germany,PPCG0992,PPCG0992c_DNA,ICGC_PCAL03_tumor_lk01,PPCG0992e_450k,450k,ICGC_PCAL03_L01,MET,LN,MATCHED,MATCHED,101231000145_R03C01_Grn.idat,101231000145_R03C01_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG0994,PPCG0994a_DNA,ICGC_PCAL04_tumor_01,PPCG0994d_450k,450k,ICGC_PCAL04_T01,TUM,NA,MATCHED,NA,200360420067_R04C01_Grn.idat,200360420067_R04C01_Red.idat,2016/01/21,,
Germany,PPCG0994,PPCG0994c_DNA,ICGC_PCAL04_tumor_lk01,PPCG0994e_450k,450k,ICGC_PCAL04_L01,MET,LN,MATCHED,NA,200091640055_R02C01_Grn.idat,200091640055_R02C01_Red.idat,2015/10/13,,
Germany,PPCG0996,PPCG0996a_DNA,ICGC_PCAL05_tumor_01,PPCG0996d_450k,450k,ICGC_PCAL05_T01,TUM,NA,MATCHED,MATCHED,200360420067_R05C01_Grn.idat,200360420067_R05C01_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG0996,PPCG0996c_DNA,ICGC_PCAL05_tumor_lk01,PPCG0996e_450k,450k,ICGC_PCAL05_L01,MET,LN,MATCHED,NA,101231000145_R04C01_Grn.idat,101231000145_R04C01_Red.idat,2015/09/14,,
Germany,PPCG0998,PPCG0998a_DNA,ICGC_PCAL06_tumor_01,PPCG0998d_450k,450k,ICGC_PCAL06_T01,TUM,NA,MATCHED,MATCHED,200360420067_R06C01_Grn.idat,200360420067_R06C01_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG0998,PPCG0998c_DNA,ICGC_PCAL06_tumor_lk01,PPCG0998e_450k,450k,ICGC_PCAL06_L01,MET,LN,MATCHED,NA,101231000145_R05C01_Grn.idat,101231000145_R05C01_Red.idat,2015/09/14,,
Germany,PPCG1000,PPCG1000a_DNA,ICGC_PCAL07_tumor_01,PPCG1000d_450k,450k,ICGC_PCAL07_T01,TUM,NA,MATCHED,NA,200360420067_R01C02_Grn.idat,200360420067_R01C02_Red.idat,2016/01/21,,
Germany,PPCG1000,PPCG1000c_DNA,ICGC_PCAL07_tumor_lk01,PPCG1000e_450k,450k,ICGC_PCAL07_L01,MET,LN,MATCHED,NA,101231000145_R06C01_Grn.idat,101231000145_R06C01_Red.idat,2015/09/14,,
Germany,PPCG1002,PPCG1002a_DNA,ICGC_PCAL08_tumor_01,PPCG1002d_450k,450k,ICGC_PCAL08_T01,TUM,NA,MATCHED,NA,200360420067_R02C02_Grn.idat,200360420067_R02C02_Red.idat,2016/01/21,,
Germany,PPCG1002,PPCG1002c_DNA,ICGC_PCAL08_tumor_lk01,PPCG1002e_450k,450k,ICGC_PCAL08_L01,MET,LN,MATCHED,MATCHED,101231000145_R01C02_Grn.idat,101231000145_R01C02_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG1004,PPCG1004a_DNA,ICGC_PCAL09_tumor_01,PPCG1004d_450k,450k,ICGC_PCAL09_T01,TUM,NA,MATCHED,MATCHED,200360420067_R03C02_Grn.idat,200360420067_R03C02_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG1004,PPCG1004c_DNA,ICGC_PCAL09_tumor_lk01,PPCG1004e_450k,450k,ICGC_PCAL09_L01,MET,LN,MATCHED,MATCHED,101231000145_R02C02_Grn.idat,101231000145_R02C02_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG1006,PPCG1006a_DNA,ICGC_PCAL10_tumor_01,PPCG1006d_450k,450k,ICGC_PCAL10_T01,TUM,NA,MATCHED,NA,200360420067_R04C02_Grn.idat,200360420067_R04C02_Red.idat,2016/01/21,,
Germany,PPCG1006,PPCG1006c_DNA,ICGC_PCAL10_tumor_lk01,PPCG1006e_450k,450k,ICGC_PCAL10_L01,MET,LN,MATCHED,MATCHED,101231000145_R03C02_Grn.idat,101231000145_R03C02_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG1008,PPCG1008a_DNA,ICGC_PCAL11_tumor_01,PPCG1008d_450k,450k,ICGC_PCAL11_T01,TUM,NA,MATCHED,NA,200360420067_R05C02_Grn.idat,200360420067_R05C02_Red.idat,2016/01/21,,
Germany,PPCG1008,PPCG1008c_DNA,ICGC_PCAL11_tumor_lk01,PPCG1008e_450k,450k,ICGC_PCAL11_L01,MET,LN,MATCHED,NA,101231000145_R04C02_Grn.idat,101231000145_R04C02_Red.idat,2015/09/14,,
Germany,PPCG1010,PPCG1010a_DNA,ICGC_PCAL12_tumor_01,PPCG1010d_450k,450k,ICGC_PCAL12_T01,TUM,NA,MATCHED,MATCHED,200360420067_R06C02_Grn.idat,200360420067_R06C02_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG1010,PPCG1010c_DNA,ICGC_PCAL12_tumor_lk01,PPCG1010e_450k,450k,ICGC_PCAL12_L01,MET,LN,MATCHED,MATCHED,101231000145_R05C02_Grn.idat,101231000145_R05C02_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG1012,PPCG1012a_DNA,ICGC_PCAL13_tumor_01,PPCG1012d_450k,450k,ICGC_PCAL13_T01,TUM,NA,MATCHED,MATCHED,200360420076_R01C01_Grn.idat,200360420076_R01C01_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG1012,PPCG1012c_DNA,ICGC_PCAL13_tumor_lk01,PPCG1012e_450k,450k,ICGC_PCAL13_L01,MET,LN,MATCHED,NA,101231000145_R06C02_Grn.idat,101231000145_R06C02_Red.idat,2015/09/14,,
Germany,PPCG1014,PPCG1014a_DNA,ICGC_PCAL14_tumor_01,PPCG1014d_450k,450k,ICGC_PCAL14_T01,TUM,NA,MATCHED,NA,200360420076_R02C01_Grn.idat,200360420076_R02C01_Red.idat,2016/01/21,,
Germany,PPCG1014,PPCG1014c_DNA,ICGC_PCAL14_tumor_lk01,PPCG1014e_450k,450k,ICGC_PCAL14_L01,MET,LN,MATCHED,NA,101231000147_R01C01_Grn.idat,101231000147_R01C01_Red.idat,2015/09/14,,
Germany,PPCG1016,PPCG1016a_DNA,ICGC_PCAL15_tumor_01,PPCG1016d_450k,450k,ICGC_PCAL15_T01,TUM,NA,MATCHED,NA,200360420076_R03C01_Grn.idat,200360420076_R03C01_Red.idat,2016/01/21,,
Germany,PPCG1016,PPCG1016c_DNA,ICGC_PCAL15_tumor_lk01,PPCG1016e_450k,450k,ICGC_PCAL15_L01,MET,LN,MATCHED,NA,101231000147_R02C01_Grn.idat,101231000147_R02C01_Red.idat,2015/09/14,,
Germany,PPCG1018,PPCG1018a_DNA,ICGC_PCAL16_tumor_01,PPCG1018d_450k,450k,ICGC_PCAL16_T01,TUM,NA,MATCHED,MATCHED,200360420076_R04C01_Grn.idat,200360420076_R04C01_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG1018,PPCG1018c_DNA,ICGC_PCAL16_tumor_lk01,PPCG1018e_450k,450k,ICGC_PCAL16_L01,MET,LN,MATCHED,NA,101231000147_R03C01_Grn.idat,101231000147_R03C01_Red.idat,2015/09/14,,
Germany,PPCG1020,PPCG1020a_DNA,ICGC_PCAL17_tumor_01,PPCG1020d_450k,450k,ICGC_PCAL17_T01,TUM,NA,MATCHED,NA,200360420076_R05C01_Grn.idat,200360420076_R05C01_Red.idat,2016/01/21,,
Germany,PPCG1020,PPCG1020c_DNA,ICGC_PCAL17_tumor_lk01,PPCG1020e_450k,450k,ICGC_PCAL17_L01,MET,LN,MATCHED,MATCHED,101231000147_R05C01_Grn.idat,101231000147_R05C01_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG1022,PPCG1022a_DNA,ICGC_PCAL18_tumor_01,PPCG1022d_450k,450k,ICGC_PCAL18_T01,TUM,NA,MATCHED,NA,200360420076_R06C01_Grn.idat,200360420076_R06C01_Red.idat,2016/01/21,,
Germany,PPCG1022,PPCG1022c_DNA,ICGC_PCAL18_tumor_lk01,PPCG1022e_450k,450k,ICGC_PCAL18_L01,MET,LN,MATCHED,NA,101231000147_R04C01_Grn.idat,101231000147_R04C01_Red.idat,2015/09/14,,
Germany,PPCG1024,PPCG1024a_DNA,ICGC_PCAL19_tumor_01,PPCG1024d_450k,450k,ICGC_PCAL19_T01,TUM,NA,MATCHED,MATCHED,200360420076_R01C02_Grn.idat,200360420076_R01C02_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG1024,PPCG1024c_DNA,ICGC_PCAL19_tumor_lk01,PPCG1024e_450k,450k,ICGC_PCAL19_L01,MET,LN,MATCHED,MATCHED,101231000147_R06C01_Grn.idat,101231000147_R06C01_Red.idat,2015/09/14,RNA_ribodepleted,
Germany,PPCG1026,PPCG1026a_DNA,ICGC_PCAL20_tumor_01,PPCG1026d_450k,450k,ICGC_PCAL20_T01,TUM,NA,MATCHED,MATCHED,200360420076_R02C02_Grn.idat,200360420076_R02C02_Red.idat,2016/01/21,RNA_ribodepleted,
Germany,PPCG1026,PPCG1026c_DNA,ICGC_PCAL20_tumor_lk01,PPCG1026e_450k,450k,ICGC_PCAL20_L01,MET,LN,MATCHED,NA,200091640064_R01C01_Grn.idat,200091640064_R01C01_Red.idat,2015/10/27,,
Germany,PPCG1028,PPCG1028a_DNA,ICGC_PCAL21_tumor_01,PPCG1028d_450k,450k,ICGC_PCAL21_T01,TUM,NA,MATCHED,NA,200360420076_R03C02_Grn.idat,200360420076_R03C02_Red.idat,2016/01/21,,
Germany,PPCG1028,PPCG1028c_DNA,ICGC_PCAL21_tumor_lk01,PPCG1028e_450k,450k,ICGC_PCAL21_L01,MET,LN,MATCHED,NA,200091640055_R03C01_Grn.idat,200091640055_R03C01_Red.idat,2015/10/13,,
