Country,PPCG_Donor_Id,Matching_WGS_Sample,WGS_Local_Sample_Id,PPCG_Meth_Sample_ID,Platform,Meth_Local_Sample_ID,Meth_Sample_Type,MetastaticSite,Meth_Distance_To_WGS_Sample,Meth_RNASeq_Annot,idat_grn_filename,idat_red_filename,Date_of_scan_or_Sequencing,Comments,Is_FFPE
UK,PPCG0261,PPCG0261a_DNA,PD14714a,PPCG0261d_EPICseq,EPICseq,CRUK_PC_0122_V20_T02_C_TUM_METH_B28_H37NWBBXY_s_5_6_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0261,PPCG0261c_DNA,PD14714c,PPCG0261e_EPICseq,EPICseq,CRUK_PC_0122_V21_TXX_C_BEN_METH_B28_H37NWBBXY_s_5_6_CCGTCC,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0262,PPCG0262c_DNA,PD14716c,PPCG0262d_EPICseq,EPICseq,CRUK_PC_0124_V02_T04_C_BEN_METH_B01_HMWVGBBXX_s_1_2_CGATGT,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0262,PPCG0262a_DNA,PD14716a,PPCG0262e_EPICseq,EPICseq,CRUK_PC_0124_V03_T02_C_TUM_METH_B01_HMWVGBBXX_s_1_2_TGACCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0263,PPCG0263a_DNA,PD14717a,PPCG0263c_EPICseq,EPICseq,CRUK_PC_0125_V07_TXX_C_TUM_METH_B36_H7N2HBBXY_s_3_4_CGATGT,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0263,ADD,ADD,PPCG0263d_EPICseq,EPICseq,CRUK_PC_0125_V15_T01_C_BEN_METH_B36_H7N2HBBXY_s_3_4_ACAGTG,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0264,PPCG0264a_DNA,PD14718a,PPCG0264c_EPICseq,EPICseq,CRUK_PC_0126_V02_TXX_C_TUM_METH_B31_H5GWGBBXY_s_5_6_TGACCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0264,ADD,ADD,PPCG0264d_EPICseq,EPICseq,CRUK_PC_0126_V18_T01_C_BEN_METH_B31_H5GWGBBXY_s_5_6_ACAGTG,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0265,PPCG0265c_DNA,PD14719c,PPCG0265d_EPICseq,EPICseq,CRUK_PC_0127_V02_T03_C_BEN_METH_B20_H2KVKBBXY_s_7_8_AGTTCC,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0265,PPCG0265a_DNA,PD14719a,PPCG0265e_EPICseq,EPICseq,CRUK_PC_0127_V16_T02_C_TUM_METH_B20_H2KVKBBXY_s_7_8_AGTCAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0266,PPCG0266a_DNA,PD14720a,PPCG0266c_EPICseq,EPICseq,CRUK_PC_0128_V06_T04_C_TUM_METH_B05_HMWVGBBXX_s_7_8_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0266,ADD,ADD,PPCG0266d_EPICseq,EPICseq,CRUK_PC_0128_V12_T02_C_BEN_METH_B05_HMWVGBBXX_s_7_8_CCGTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0267,ADD,ADD,PPCG0267c_EPICseq,EPICseq,CRUK_PC_0130_V0N_T01_L_BEN_METH_B27_HYGF5BBXX_s_7_8_ACAGTG,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0267,ADD,ADD,PPCG0267d_EPICseq,EPICseq,CRUK_PC_0130_V19_T01_L_TUM_METH_B27_HYGF5BBXX_s_7_8_CGATGT,TUM,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0268,PPCG0268a_DNA,PD18882a,PPCG0268c_EPICseq,EPICseq,CRUK_PC_0132_V01_T01_L_TUM_METH_B17_H27YCBBXY_s_7_8_ACAGTG,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0268,ADD,ADD,PPCG0268d_EPICseq,EPICseq,CRUK_PC_0132_V0N_T01_L_BEN_METH_B17_H27YCBBXY_s_7_8_GCCAAT,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0269,PPCG0269a_DNA,PD18884a,PPCG0269c_EPICseq,EPICseq,CRUK_PC_0134_V05_T01_L_TUM_METH_B16_H27YCBBXY_s_3_4_AGTCAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0269,ADD,ADD,PPCG0269d_EPICseq,EPICseq,CRUK_PC_0134_V0N_T01_L_BEN_METH_B16_H27YCBBXY_s_3_4_AGTTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0270,PPCG0270a_DNA,PD18885a,PPCG0270c_EPICseq,EPICseq,CRUK_PC_0135_V01_T01_L_TUM_METH_B17_H27YCBBXY_s_7_8_CGATGT,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0270,ADD,ADD,PPCG0270d_EPICseq,EPICseq,CRUK_PC_0135_V0N_T01_L_BEN_METH_B17_H27YCBBXY_s_7_8_TGACCA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0271,PPCG0271a_DNA,PD18886a,PPCG0271c_EPICseq,EPICseq,CRUK_PC_0136_V03_T01_L_TUM_METH_B23_HYG7FBBXX_s_7_8_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0271,ADD,ADD,PPCG0271d_EPICseq,EPICseq,CRUK_PC_0136_V0N_T01_L_BEN_METH_B23_HYG7FBBXX_s_7_8_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0272,PPCG0272a_DNA,PD18887a,PPCG0272c_EPICseq,EPICseq,CRUK_PC_0137_V02_T01_L_TUM_METH_B11_HW5V7BBXX_s_5_6_AGTCAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0272,ADD,ADD,PPCG0272d_EPICseq,EPICseq,CRUK_PC_0137_V0N_T01_L_BEN_METH_B11_HW5V7BBXX_s_5_6_AGTTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0273,PPCG0273a_DNA,PD18888a2,PPCG0273c_EPICseq,EPICseq,CRUK_PC_0138_V09_T02_C_TUM_METH_B12_HW5V7BBXX_s_5_6_CCGTCC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0273,ADD,ADD,PPCG0273d_EPICseq,EPICseq,CRUK_PC_0138_V14_T01_C_BEN_METH_B12_HW5V7BBXX_s_5_6_ATGTCA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0274,PPCG0274a_DNA,PD18889a2,PPCG0274c_EPICseq,EPICseq,CRUK_PC_0139_V01_TXX_C_TUM_METH_B36_H7N2HBBXY_s_5_6_CGATGT,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0274,ADD,ADD,PPCG0274d_EPICseq,EPICseq,CRUK_PC_0139_V07_T01_C_BEN_METH_B36_H7N2HBBXY_s_5_6_ACAGTG,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0275,PPCG0275c_DNA,PD18890c,PPCG0275d_EPICseq,EPICseq,CRUK_PC_0140_V01_TXX_C_BEN_METH_B33_H5GCGBBXY_s_1_2_GTGAAA,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0275,PPCG0275a_DNA,PD18890a,PPCG0275e_EPICseq,EPICseq,CRUK_PC_0140_V03_TXX_C_TUM_METH_B33_H5GCGBBXY_s_1_2_GTCCGC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0276,ADD,ADD,PPCG0276c_EPICseq,EPICseq,CRUK_PC_0141_V02_T02_C_BEN_METH_B15_H27YCBBXY_s_1_2_AGTCAA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0276,PPCG0276a_DNA,PD18891a2,PPCG0276d_EPICseq,EPICseq,CRUK_PC_0141_V06_T01_C_TUM_METH_B15_H27YCBBXY_s_1_2_AGTTCC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0277,PPCG0277a_DNA,PD18892a2,PPCG0277c_EPICseq,EPICseq,CRUK_PC_0142_V13_T02_C_TUM_METH_B31_H5GWGBBXY_s_5_6_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0277,ADD,ADD,PPCG0277d_EPICseq,EPICseq,CRUK_PC_0142_V16_T01_C_BEN_METH_B31_H5GWGBBXY_s_5_6_GTCCGC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0278,ADD,ADD,PPCG0278c_EPICseq,EPICseq,CRUK_PC_0143_V01_T01_C_BEN_METH_B02_HMWVGBBXX_s_3_4_TGACCA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0278,PPCG0278a_DNA,PD18893a2,PPCG0278d_EPICseq,EPICseq,CRUK_PC_0143_V06_T04_C_TUM_METH_B02_HMWVGBBXX_s_3_4_CGATGT,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0279,PPCG0279a_DNA,PD18895a,PPCG0279d_EPICseq,EPICseq,CRUK_PC_0145_V02_T01_C_TUM_METH_B09_HTTTGBBXX_s_7_8_GTGAAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0279,PPCG0279c_DNA,PD18895c,PPCG0279e_EPICseq,EPICseq,CRUK_PC_0145_V11_T04_C_PIN_METH_B09_HTTTGBBXX_s_7_8_GTCCGC,PIN,NA,YES,NA,NA,NA,,,
UK,PPCG0280,PPCG0280a_DNA,PD18897a,PPCG0280c_EPICseq,EPICseq,CRUK_PC_0147_V01_TXX_C_TUM_METH_B37_H7N2HBBXY_s_5_6_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0280,ADD,ADD,PPCG0280d_EPICseq,EPICseq,CRUK_PC_0147_V10_T01_C_BEN_METH_B37_H7N2HBBXY_s_5_6_GTGAAA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0281,PPCG0281a_DNA,PD18898a,PPCG0281c_EPICseq,EPICseq,CRUK_PC_0148_V07_T04_C_TUM_METH_B01_HMWVGBBXX_s_1_2_AGTCAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0281,ADD,ADD,PPCG0281d_EPICseq,EPICseq,CRUK_PC_0148_V15_T02_C_BEN_METH_B01_HMWVGBBXX_s_1_2_AGTTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0282,PPCG0282c_DNA,PD18899c,PPCG0282d_EPICseq,EPICseq,CRUK_PC_0149_V03_T04_C_BEN_METH_B02_HMWVGBBXX_s_1_2_GTGAAA,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0282,PPCG0282a_DNA,PD18899a,PPCG0282e_EPICseq,EPICseq,CRUK_PC_0149_V09_T06_C_TUM_METH_B02_HMWVGBBXX_s_1_2_GTCCGC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0283,ADD,ADD,PPCG0283c_EPICseq,EPICseq,CRUK_PC_0150_V10_T01_C_BPH_METH_B32_H5GWGBBXY_s_7_8_AGTTCC,BPH,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0283,PPCG0283a_DNA,PD18900a,PPCG0283d_EPICseq,EPICseq,CRUK_PC_0150_V15_TXX_C_TUM_METH_B32_H5GWGBBXY_s_7_8_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0284,ADD,ADD,PPCG0284c_EPICseq,EPICseq,CRUK_PC_0151_V02_T01_C_BEN_METH_B32_H5GWGBBXY_s_7_8_CCGTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0284,PPCG0284a_DNA,PD18901a,PPCG0284d_EPICseq,EPICseq,CRUK_PC_0151_V18_T03_C_TUM_METH_B32_H5GWGBBXY_s_7_8_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0285,PPCG0285a_DNA,PD18902a,PPCG0285d_EPICseq,EPICseq,CRUK_PC_0152_V03_T08_C_TUM_METH_B05_HMWVGBBXX_s_5_6_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0285,PPCG0285c_DNA,PD18902c,PPCG0285e_EPICseq,EPICseq,CRUK_PC_0152_V10_T04_C_BEN_METH_B05_HMWVGBBXX_s_5_6_CCGTCC,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0286,PPCG0286a_DNA,PD18903a2,PPCG0286c_EPICseq,EPICseq,CRUK_PC_0153_V02_T01_C_TUM_METH_B15_H27YCBBXY_s_1_2_GCCAAT,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0286,ADD,ADD,PPCG0286d_EPICseq,EPICseq,CRUK_PC_0153_V15_T02_C_BEN_METH_B15_H27YCBBXY_s_1_2_ACAGTG,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0287,PPCG0287a_DNA,PD18904a2,PPCG0287c_EPICseq,EPICseq,CRUK_PC_0154_V09_T03_C_TUM_METH_B15_H27YCBBXY_s_1_2_CTTGTA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0287,ADD,ADD,PPCG0287d_EPICseq,EPICseq,CRUK_PC_0154_V11_T02_C_BEN_METH_B15_H27YCBBXY_s_1_2_CAGATC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0288,ADD,ADD,PPCG0288c_EPICseq,EPICseq,CRUK_PC_0155_V01_T01_C_BEN_METH_B12_HWMLCBBXX_s_1_2_GTGAAA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0288,PPCG0288c_DNA,PD18905c,PPCG0288d_EPICseq,EPICseq,CRUK_PC_0155_V08_T16_C_TUM_METH_B12_HWMLCBBXX_s_1_2_AGTTCC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0289,PPCG0289c_DNA,PD18906c,PPCG0289d_EPICseq,EPICseq,CRUK_PC_0156_V01_T03_C_BEN_METH_B12_HW5V7BBXX_s_5_6_GTCCGC,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0289,PPCG0289a_DNA,PD18906a2,PPCG0289e_EPICseq,EPICseq,CRUK_PC_0156_V03_T02_C_TUM_METH_B12_HW5V7BBXX_s_5_6_GTGAAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0290,PPCG0290a_DNA,PD18907a2,PPCG0290c_EPICseq,EPICseq,CRUK_PC_0157_V01_T02_C_TUM_METH_B12_HWMLCBBXX_s_1_2_ACAGTG,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0290,ADD,ADD,PPCG0290d_EPICseq,EPICseq,CRUK_PC_0157_V05_T01_C_BEN_METH_B12_HWMLCBBXX_s_1_2_TGACCA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0291,PPCG0291a_DNA,PD18908a2,PPCG0291c_EPICseq,EPICseq,CRUK_PC_0158_V04_T03_C_TUM_METH_B18_H2KVKBBXY_s_1_2_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0291,ADD,ADD,PPCG0291d_EPICseq,EPICseq,CRUK_PC_0158_V15_T01_C_BEN_METH_B18_H2KVKBBXY_s_1_2_ACAGTG,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0292,PPCG0292a_DNA,PD18909a2,PPCG0292d_EPICseq,EPICseq,CRUK_PC_0159_V02_T03_C_TUM_METH_B12_HWMLCBBXX_s_1_2_GTCCGC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0292,PPCG0292c_DNA,PD18909c,PPCG0292e_EPICseq,EPICseq,CRUK_PC_0159_V10_T04_C_BEN_METH_B12_HWMLCBBXX_s_1_2_CCGTCC,BEN,NA,YES,NA,NA,NA,,,
UK,PPCG0294,PPCG0294a_DNA,PD24355a,PPCG0294c_EPICseq,EPICseq,CRUK_PC_0164_V01_T01_L_TUM_METH_B18_H2KVKBBXY_s_1_2_GTCCGC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0294,ADD,ADD,PPCG0294d_EPICseq,EPICseq,CRUK_PC_0164_V0N_T01_L_BEN_METH_B18_H2KVKBBXY_s_1_2_GTGAAA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0295,PPCG0295a_DNA,PD24357a,PPCG0295c_EPICseq,EPICseq,CRUK_PC_0166_V02_T01_L_TUM_METH_B17_H27YCBBXY_s_5_6_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0295,ADD,ADD,PPCG0295d_EPICseq,EPICseq,CRUK_PC_0166_V3N_T01_L_BEN_METH_B17_H27YCBBXY_s_5_6_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0296,PPCG0296a_DNA,PD24358a,PPCG0296c_EPICseq,EPICseq,CRUK_PC_0167_V01_T01_L_TUM_METH_B16_H27YCBBXY_s_3_4_ACAGTG,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0296,ADD,ADD,PPCG0296d_EPICseq,EPICseq,CRUK_PC_0167_V0N_T01_L_BEN_METH_B16_H27YCBBXY_s_3_4_GCCAAT,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0297,PPCG0297a_DNA,PD24359a,PPCG0297c_EPICseq,EPICseq,CRUK_PC_0168_V01_T01_L_TUM_METH_B24_HYGF5BBXX_s_1_2_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0297,ADD,ADD,PPCG0297d_EPICseq,EPICseq,CRUK_PC_0168_V0N_T01_L_BEN_METH_B24_HYGF5BBXX_s_1_2_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0298,PPCG0298a_DNA,PD24360a,PPCG0298c_EPICseq,EPICseq,CRUK_PC_0169_V02_T01_L_TUM_METH_B24_HYGF5BBXX_s_1_2_AGTCAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0298,ADD,ADD,PPCG0298d_EPICseq,EPICseq,CRUK_PC_0169_V0N_T01_L_BEN_METH_B24_HYGF5BBXX_s_1_2_AGTTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0299,PPCG0299a_DNA,PD24361a,PPCG0299c_EPICseq,EPICseq,CRUK_PC_0170_V03_T01_L_TUM_METH_B28_H37NWBBXY_s_3_4_CGATGT,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0299,ADD,ADD,PPCG0299d_EPICseq,EPICseq,CRUK_PC_0170_V0N_T01_L_BEN_METH_B28_H37NWBBXY_s_3_4_TGACCA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0300,PPCG0300a_DNA,PD24362a,PPCG0300c_EPICseq,EPICseq,CRUK_PC_0171_V02_T01_L_TUM_METH_B16_H27YCBBXY_s_3_4_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0300,ADD,ADD,PPCG0300d_EPICseq,EPICseq,CRUK_PC_0171_V0N_T01_L_BEN_METH_B16_H27YCBBXY_s_3_4_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0301,PPCG0301a_DNA,PD24363a,PPCG0301c_EPICseq,EPICseq,CRUK_PC_0172_V01_T01_L_TUM_METH_B16_H27YCBBXY_s_5_6_ACAGTG,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0301,ADD,ADD,PPCG0301d_EPICseq,EPICseq,CRUK_PC_0172_V0N_T01_L_BEN_METH_B16_H27YCBBXY_s_5_6_GCCAAT,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0302,PPCG0302a_DNA,PD24364a,PPCG0302c_EPICseq,EPICseq,CRUK_PC_0173_V01_T01_L_TUM_METH_B22_HYG7FBBXX_s_3_4_AGTCAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0302,ADD,ADD,PPCG0302d_EPICseq,EPICseq,CRUK_PC_0173_V0N_T01_L_BEN_METH_B22_HYG7FBBXX_s_3_4_AGTTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0303,PPCG0303a_DNA,PD24365a,PPCG0303c_EPICseq,EPICseq,CRUK_PC_0174_V02_T01_L_TUM_METH_B17_H27YCBBXY_s_5_6_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0303,ADD,ADD,PPCG0303d_EPICseq,EPICseq,CRUK_PC_0174_V0N_T01_L_BEN_METH_B17_H27YCBBXY_s_5_6_CCGTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0304,PPCG0304a_DNA,PD24366a,PPCG0304c_EPICseq,EPICseq,CRUK_PC_0175_V02_T01_L_TUM_METH_B17_H27YCBBXY_s_7_8_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0304,ADD,ADD,PPCG0304d_EPICseq,EPICseq,CRUK_PC_0175_V0N_T01_L_BEN_METH_B17_H27YCBBXY_s_7_8_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0305,ADD,ADD,PPCG0305c_EPICseq,EPICseq,CRUK_PC_0176_V02_T01_C_BEN_METH_B11_HW5V7BBXX_s_7_8_GTCCGC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0305,PPCG0305a_DNA,PD24367a,PPCG0305d_EPICseq,EPICseq,CRUK_PC_0176_V14_T01_C_TUM_METH_B11_HW5V7BBXX_s_7_8_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0307,ADD,ADD,PPCG0307c_EPICseq,EPICseq,CRUK_PC_0179_V18_TXX_C_TUM_METH_B29_H37NWBBXY_s_7_8_GCCAAT,TUM,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0310,PPCG0310a_DNA,PD24373a,PPCG0310c_EPICseq,EPICseq,CRUK_PC_0182_V02_T04_C_TUM_METH_B05_HMWVGBBXX_s_7_8_AGTCAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0310,ADD,ADD,PPCG0310d_EPICseq,EPICseq,CRUK_PC_0182_V20_T02_C_BPH_METH_B05_HMWVGBBXX_s_7_8_AGTTCC,BPH,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0311,PPCG0311a_DNA,PD24374a,PPCG0311c_EPICseq,EPICseq,CRUK_PC_0183_V09_TXX_C_TUM_METH_B37_H7N2HBBXY_s_7_8_ATGTCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0311,ADD,ADD,PPCG0311d_EPICseq,EPICseq,CRUK_PC_0183_V28_T01_C_BEN_METH_B37_H7N2HBBXY_s_7_8_CCGTCC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0312,PPCG0312a_DNA,PD24375a,PPCG0312c_EPICseq,EPICseq,CRUK_PC_0184_V02_T02_C_TUM_METH_B25_HYGF5BBXX_s_3_4_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0312,ADD,ADD,PPCG0312d_EPICseq,EPICseq,CRUK_PC_0184_V10_T01_C_BEN_METH_B25_HYGF5BBXX_s_3_4_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0313,PPCG0313a_DNA,PD24376a,PPCG0313c_EPICseq,EPICseq,CRUK_PC_0185_V02_T03_C_TUM_METH_B25_HYGF5BBXX_s_3_4_CCGTCC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0313,ADD,ADD,PPCG0313d_EPICseq,EPICseq,CRUK_PC_0185_V12_T02_C_BEN_METH_B25_HYGF5BBXX_s_3_4_GTCCGC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0314,PPCG0314a_DNA,PD24377a,PPCG0314c_EPICseq,EPICseq,CRUK_PC_0186_V03_T05_C_TUM_METH_B05_HMWVGBBXX_s_7_8_CAGATC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0314,ADD,ADD,PPCG0314d_EPICseq,EPICseq,CRUK_PC_0186_V06_T02_C_BEN_METH_B05_HMWVGBBXX_s_7_8_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0315,ADD,ADD,PPCG0315c_EPICseq,EPICseq,CRUK_PC_0187_V01_T01_C_BEN_METH_B32_H5GWGBBXY_s_3_4_GTCCGC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0315,PPCG0315a_DNA,PD24378a,PPCG0315d_EPICseq,EPICseq,CRUK_PC_0187_V11_T04_C_TUM_METH_B32_H5GWGBBXY_s_3_4_GTGAAA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0316,ADD,ADD,PPCG0316c_EPICseq,EPICseq,CRUK_PC_0188_V02_T02_C_BEN_METH_B07_HTTTGBBXX_s_3_4_CAGATC,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0316,PPCG0316a_DNA,PD24379a,PPCG0316d_EPICseq,EPICseq,CRUK_PC_0188_V12_T05_C_TUM_METH_B07_HTTTGBBXX_s_3_4_CTTGTA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0317,ADD,ADD,PPCG0317c_EPICseq,EPICseq,CRUK_PC_0190_V02_T02_C_BEN_METH_B15_H27YCBBXY_s_1_2_ATGTCA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0317,PPCG0317a_DNA,PD24381a,PPCG0317d_EPICseq,EPICseq,CRUK_PC_0190_V15_T04_C_TUM_METH_B15_H27YCBBXY_s_1_2_CCGTCC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0319,PPCG0319a_DNA,PD24383a,PPCG0319c_EPICseq,EPICseq,CRUK_PC_0192_V02_T03_C_TUM_METH_B15_H27YCBBXY_s_1_2_TGACCA,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0319,ADD,ADD,PPCG0319d_EPICseq,EPICseq,CRUK_PC_0192_V15_T02_C_BEN_METH_B15_H27YCBBXY_s_1_2_CGATGT,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0320,ADD,ADD,PPCG0320c_EPICseq,EPICseq,CRUK_PC_0193_V04_T02_O_BEN_METH_B30_H5GWGBBXY_s_1_2_TGACCA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0320,ADD,ADD,PPCG0320d_EPICseq,EPICseq,CRUK_PC_0193_V05_T02_O_TUM_METH_B30_H5GWGBBXY_s_1_2_CGATGT,TUM,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0321,ADD,ADD,PPCG0321c_EPICseq,EPICseq,CRUK_PC_0194_V02_T03_O_TUM_METH_B30_H5GWGBBXY_s_1_2_ACAGTG,TUM,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0321,ADD,ADD,PPCG0321d_EPICseq,EPICseq,CRUK_PC_0194_V06_T01_O_BEN_METH_B30_H5GWGBBXY_s_1_2_GCCAAT,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0322,ADD,ADD,PPCG0322c_EPICseq,EPICseq,CRUK_PC_0196_V02_TXX_O_TUM_METH_B30_H5GWGBBXY_s_1_2_CAGATC,TUM,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0322,ADD,ADD,PPCG0322d_EPICseq,EPICseq,CRUK_PC_0196_V07_T02_O_BEN_METH_B30_H5GWGBBXY_s_1_2_CTTGTA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0323,ADD,ADD,PPCG0323c_EPICseq,EPICseq,CRUK_PC_0197_V04_T02_C_BEN_METH_B15_HWMLCBBXX_s_7_8_GTGAAA,BEN,NA,UNMATCH,NA,NA,NA,,,
UK,PPCG0323,PPCG0323a_DNA,PD24388a,PPCG0323d_EPICseq,EPICseq,CRUK_PC_0197_V12_T02_C_TUM_METH_B15_HWMLCBBXX_s_7_8_GTCCGC,TUM,NA,YES,NA,NA,NA,,,
UK,PPCG0324,PPCG0324a_DNA,PD26323a,PPCG0324c_EPICseq,EPICseq,CRUK_PC_0200_V01_T01_L_TUM_METH_B16_H27YCBBXY_s_3_4_GTCCGC,TUM,NA,YES,NA,NA,NA,,,
